	Word	Frequency in Positive	Conditional of P(wi/positive)	Frequency in Negative	Conditional of P(wi/negative)
818	rest	7.6	0.0006526182011781476	2.6	0.0003871121434101602
819	underpants	2.6	0.00022326412145568208	1.6	0.00023822285748317554
820	ik	1.6	0.00013739330551118897	2.6	0.0003871121434101602
821	chicken	5.6	0.00048087656928916137	1.6	0.00023822285748317554
822	success	2.6	0.00022326412145568208	1.6	0.00023822285748317554
823	hearts	1.6	0.00013739330551118897	3.6	0.000536001429337145
824	serious	3.6	0.0003091349374001752	2.6	0.0003871121434101602
825	win	3.6	0.0003091349374001752	1.6	0.00023822285748317554
826	leg	2.6	0.00022326412145568208	1.6	0.00023822285748317554
827	chair	1.6	0.00013739330551118897	2.6	0.0003871121434101602
828	products	2.6	0.00022326412145568208	1.6	0.00023822285748317554
829	longer	3.6	0.0003091349374001752	1.6	0.00023822285748317554
830	julie	8.6	0.0007384890171226407	4.6	0.0006848907152641296
831	weeks	2.6	0.00022326412145568208	2.6	0.0003871121434101602
832	dress	4.6	0.00039500575334466825	3.6	0.000536001429337145
833	sign	2.6	0.00022326412145568208	1.6	0.00023822285748317554
834	ca	13.6	0.0011678430968451062	6.6	0.000982669287118099
835	care	4.6	0.00039500575334466825	3.6	0.000536001429337145
836	deals	2.6	0.00022326412145568208	1.6	0.00023822285748317554
837	reluctant	2.6	0.00022326412145568208	1.6	0.00023822285748317554
838	took	4.6	0.00039500575334466825	1.6	0.00023822285748317554
839	prospect	2.6	0.00022326412145568208	1.6	0.00023822285748317554
840	american	1.6	0.00013739330551118897	2.6	0.0003871121434101602
841	pickles	1.6	0.00013739330551118897	4.6	0.0006848907152641296
842	charm	4.6	0.00039500575334466825	2.6	0.0003871121434101602
843	entirely	2.6	0.00022326412145568208	1.6	0.00023822285748317554
844	big	5.6	0.00048087656928916137	5.6	0.0008337800011911143
845	hurts	2.6	0.00022326412145568208	2.6	0.0003871121434101602
846	yells	2.6	0.00022326412145568208	1.6	0.00023822285748317554
847	duos	2.6	0.00022326412145568208	1.6	0.00023822285748317554
848	orders	2.6	0.00022326412145568208	1.6	0.00023822285748317554
849	russia	1.6	0.00013739330551118897	2.6	0.0003871121434101602
850	amends	2.6	0.00022326412145568208	1.6	0.00023822285748317554
851	amusing	1.6	0.00013739330551118897	2.6	0.0003871121434101602
852	incredibly	2.6	0.00022326412145568208	1.6	0.00023822285748317554
853	pm	2.6	0.00022326412145568208	1.6	0.00023822285748317554
854	ta	3.6	0.0003091349374001752	1.6	0.00023822285748317554
855	stiff	1.6	0.00013739330551118897	2.6	0.0003871121434101602
856	susen	2.6	0.00022326412145568208	1.6	0.00023822285748317554
857	fondness	1.6	0.00013739330551118897	2.6	0.0003871121434101602
858	disgust	2.6	0.00022326412145568208	1.6	0.00023822285748317554
859	race	3.6	0.0003091349374001752	1.6	0.00023822285748317554
860	fills	2.6	0.00022326412145568208	1.6	0.00023822285748317554
861	bloc	1.6	0.00013739330551118897	2.6	0.0003871121434101602
862	liked	5.6	0.00048087656928916137	2.6	0.0003871121434101602
863	floor	2.6	0.00022326412145568208	1.6	0.00023822285748317554
864	capital	1.6	0.00013739330551118897	2.6	0.0003871121434101602
865	children	2.6	0.00022326412145568208	2.6	0.0003871121434101602
866	shopping	2.6	0.00022326412145568208	1.6	0.00023822285748317554
867	simole	2.6	0.00022326412145568208	1.6	0.00023822285748317554
868	scene	13.6	0.0011678430968451062	4.6	0.0006848907152641296
869	gang	7.6	0.0006526182011781476	3.6	0.000536001429337145
870	manias	2.6	0.00022326412145568208	1.6	0.00023822285748317554
871	my	23.6	0.0020265512562900375	5.6	0.0008337800011911143
872	accident	3.6	0.0003091349374001752	1.6	0.00023822285748317554
873	you	35.6	0.003057001047623955	9.6	0.0014293371448990532
874	original	3.6	0.0003091349374001752	1.6	0.00023822285748317554
875	channel	1.6	0.00013739330551118897	2.6	0.0003871121434101602
876	promised	2.6	0.00022326412145568208	1.6	0.00023822285748317554
877	lids	2.6	0.00022326412145568208	1.6	0.00023822285748317554
878	similarity	2.6	0.00022326412145568208	1.6	0.00023822285748317554
879	ass	1.6	0.00013739330551118897	3.6	0.000536001429337145
880	xd	2.6	0.00022326412145568208	1.6	0.00023822285748317554
881	dart	2.6	0.00022326412145568208	1.6	0.00023822285748317554
882	claiming	2.6	0.00022326412145568208	1.6	0.00023822285748317554
883	rachel/ross	2.6	0.00022326412145568208	1.6	0.00023822285748317554
884	perspective	2.6	0.00022326412145568208	1.6	0.00023822285748317554
885	independent	3.6	0.0003091349374001752	1.6	0.00023822285748317554
886	rows	2.6	0.00022326412145568208	1.6	0.00023822285748317554
887	lady	2.6	0.00022326412145568208	3.6	0.000536001429337145
888	irony	1.6	0.00013739330551118897	2.6	0.0003871121434101602
889	leading	3.6	0.0003091349374001752	1.6	0.00023822285748317554
890	america	2.6	0.00022326412145568208	1.6	0.00023822285748317554
891	tribbiani	2.6	0.00022326412145568208	1.6	0.00023822285748317554
892	parenting	1.6	0.00013739330551118897	2.6	0.0003871121434101602
893	shopping.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
894	afterward	2.6	0.00022326412145568208	1.6	0.00023822285748317554
895	rate	2.6	0.00022326412145568208	3.6	0.000536001429337145
896	episode-	3.6	0.0003091349374001752	1.6	0.00023822285748317554
897	natural	1.6	0.00013739330551118897	2.6	0.0003871121434101602
898	interested	1.6	0.00013739330551118897	2.6	0.0003871121434101602
899	twist	3.6	0.0003091349374001752	1.6	0.00023822285748317554
900	hootie	3.6	0.0003091349374001752	1.6	0.00023822285748317554
901	hallway	2.6	0.00022326412145568208	1.6	0.00023822285748317554
902	spree	2.6	0.00022326412145568208	1.6	0.00023822285748317554
903	professional	2.6	0.00022326412145568208	2.6	0.0003871121434101602
904	surprised	2.6	0.00022326412145568208	2.6	0.0003871121434101602
905	morgan	1.6	0.00013739330551118897	2.6	0.0003871121434101602
906	arguably	2.6	0.00022326412145568208	1.6	0.00023822285748317554
907	became-	2.6	0.00022326412145568208	1.6	0.00023822285748317554
908	stirs	2.6	0.00022326412145568208	1.6	0.00023822285748317554
909	summary	1.6	0.00013739330551118897	2.6	0.0003871121434101602
910	junge	1.6	0.00013739330551118897	2.6	0.0003871121434101602
911	encouraging	2.6	0.00022326412145568208	1.6	0.00023822285748317554
912	pet	2.6	0.00022326412145568208	1.6	0.00023822285748317554
913	represented	2.6	0.00022326412145568208	1.6	0.00023822285748317554
914	home	4.6	0.00039500575334466825	1.6	0.00023822285748317554
915	spot	2.6	0.00022326412145568208	1.6	0.00023822285748317554
916	thought	5.6	0.00048087656928916137	2.6	0.0003871121434101602
917	premiere	2.6	0.00022326412145568208	1.6	0.00023822285748317554
918	like	29.6	0.002541776151956996	5.6	0.0008337800011911143
919	remini	2.6	0.00022326412145568208	1.6	0.00023822285748317554
920	happening.ross	2.6	0.00022326412145568208	1.6	0.00023822285748317554
921	prints	1.6	0.00013739330551118897	2.6	0.0003871121434101602
922	gotten	2.6	0.00022326412145568208	1.6	0.00023822285748317554
923	wonderful	2.6	0.00022326412145568208	1.6	0.00023822285748317554
924	sarcasm	2.6	0.00022326412145568208	1.6	0.00023822285748317554
925	it.	4.6	0.00039500575334466825	2.6	0.0003871121434101602
926	ha	15.6	0.0013395847287340924	1.6	0.00023822285748317554
927	cliché	1.6	0.00013739330551118897	3.6	0.000536001429337145
928	see	14.6	0.0012537139127895994	9.6	0.0014293371448990532
929	pain.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
930	worse	3.6	0.0003091349374001752	1.6	0.00023822285748317554
931	doesnt	3.6	0.0003091349374001752	1.6	0.00023822285748317554
932	helm	2.6	0.00022326412145568208	1.6	0.00023822285748317554
933	literally	3.6	0.0003091349374001752	1.6	0.00023822285748317554
934	delaying	2.6	0.00022326412145568208	1.6	0.00023822285748317554
935	overly	1.6	0.00013739330551118897	2.6	0.0003871121434101602
936	herself	2.6	0.00022326412145568208	2.6	0.0003871121434101602
937	period	1.6	0.00013739330551118897	2.6	0.0003871121434101602
938	blabbermouth	2.6	0.00022326412145568208	1.6	0.00023822285748317554
939	balance	2.6	0.00022326412145568208	1.6	0.00023822285748317554
940	paradise	2.6	0.00022326412145568208	1.6	0.00023822285748317554
941	repeated	2.6	0.00022326412145568208	1.6	0.00023822285748317554
942	television	4.6	0.00039500575334466825	4.6	0.0006848907152641296
943	subtle	3.6	0.0003091349374001752	1.6	0.00023822285748317554
944	picture	1.6	0.00013739330551118897	3.6	0.000536001429337145
945	wost	1.6	0.00013739330551118897	2.6	0.0003871121434101602
946	epitome	2.6	0.00022326412145568208	1.6	0.00023822285748317554
947	diego	3.6	0.0003091349374001752	1.6	0.00023822285748317554
948	year	7.6	0.0006526182011781476	1.6	0.00023822285748317554
949	'd	5.6	0.00048087656928916137	3.6	0.000536001429337145
950	surprise.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
951	lot	16.6	0.0014254555446785856	3.6	0.000536001429337145
952	deserves	2.6	0.00022326412145568208	1.6	0.00023822285748317554
953	point	7.6	0.0006526182011781476	2.6	0.0003871121434101602
954	apologize	1.6	0.00013739330551118897	2.6	0.0003871121434101602
955	join	2.6	0.00022326412145568208	1.6	0.00023822285748317554
956	saves	2.6	0.00022326412145568208	1.6	0.00023822285748317554
957	margha	1.6	0.00013739330551118897	2.6	0.0003871121434101602
958	generation	1.6	0.00013739330551118897	3.6	0.000536001429337145
959	fairchild	1.6	0.00013739330551118897	2.6	0.0003871121434101602
960	moment	10.6	0.0009102306490116269	1.6	0.00023822285748317554
961	i	121.6	0.010441891218850361	59.6	0.008873801441248289
962	van	2.6	0.00022326412145568208	1.6	0.00023822285748317554
963	comes	4.6	0.00039500575334466825	5.6	0.0008337800011911143
964	times	4.6	0.00039500575334466825	3.6	0.000536001429337145
965	5th	2.6	0.00022326412145568208	1.6	0.00023822285748317554
966	aged	1.6	0.00013739330551118897	2.6	0.0003871121434101602
967	timing	4.6	0.00039500575334466825	1.6	0.00023822285748317554
968	goofy	1.6	0.00013739330551118897	2.6	0.0003871121434101602
969	all	12.6	0.0010819722809006132	3.6	0.000536001429337145
970	hypocrite	1.6	0.00013739330551118897	2.6	0.0003871121434101602
971	seduce	2.6	0.00022326412145568208	1.6	0.00023822285748317554
972	sleep	5.6	0.00048087656928916137	2.6	0.0003871121434101602
973	watching	10.6	0.0009102306490116269	2.6	0.0003871121434101602
974	turn	2.6	0.00022326412145568208	1.6	0.00023822285748317554
975	lacks	1.6	0.00013739330551118897	2.6	0.0003871121434101602
976	starts	10.6	0.0009102306490116269	3.6	0.000536001429337145
977	failed	2.6	0.00022326412145568208	1.6	0.00023822285748317554
978	pleasure	2.6	0.00022326412145568208	1.6	0.00023822285748317554
979	almost	6.6	0.0005667473852336545	2.6	0.0003871121434101602
980	yelling	1.6	0.00013739330551118897	2.6	0.0003871121434101602
981	legendary	2.6	0.00022326412145568208	1.6	0.00023822285748317554
982	enthusiam	2.6	0.00022326412145568208	1.6	0.00023822285748317554
983	cutest	2.6	0.00022326412145568208	1.6	0.00023822285748317554
984	two-envelope	2.6	0.00022326412145568208	1.6	0.00023822285748317554
985	out	38.6	0.003314613495457434	9.6	0.0014293371448990532
986	casket	2.6	0.00022326412145568208	1.6	0.00023822285748317554
987	newton	2.6	0.00022326412145568208	1.6	0.00023822285748317554
988	felt	6.6	0.0005667473852336545	6.6	0.000982669287118099
989	code	2.6	0.00022326412145568208	1.6	0.00023822285748317554
990	money	5.6	0.00048087656928916137	1.6	0.00023822285748317554
991	moss	2.6	0.00022326412145568208	1.6	0.00023822285748317554
992	bon	2.6	0.00022326412145568208	1.6	0.00023822285748317554
993	having	10.6	0.0009102306490116269	5.6	0.0008337800011911143
994	eastwood	1.6	0.00013739330551118897	3.6	0.000536001429337145
995	zone	3.6	0.0003091349374001752	1.6	0.00023822285748317554
996	tunnel	2.6	0.00022326412145568208	1.6	0.00023822285748317554
997	toy	1.6	0.00013739330551118897	3.6	0.000536001429337145
998	cup	2.6	0.00022326412145568208	1.6	0.00023822285748317554
999	test	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1000	colonel	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1001	knowing	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1002	realizes	2.6	0.00022326412145568208	3.6	0.000536001429337145
1003	lunch	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1004	zombie	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1005	behind	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1006	interesting	5.6	0.00048087656928916137	3.6	0.000536001429337145
1007	imdb	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1008	aunt	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1009	walk	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1010	photo	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1011	wonder	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1012	budget	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1013	on.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1014	decent	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1015	shield	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1016	own	5.6	0.00048087656928916137	2.6	0.0003871121434101602
1017	broader	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1018	altogether	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1019	choice	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1020	emotional	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1021	brief	1.6	0.00013739330551118897	3.6	0.000536001429337145
1022	complicated	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1023	its	20.6	0.001768938808456558	7.6	0.0011315585730450838
1024	bring	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1025	entire	9.6	0.0008243598330671338	4.6	0.0006848907152641296
1026	detergent.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1027	gets	28.6	0.002455905336012503	5.6	0.0008337800011911143
1028	prefer	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1029	moving	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1030	.looking	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1031	edge	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1032	emily	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1033	longest	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1034	regularity	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1035	ethan	6.6	0.0005667473852336545	1.6	0.00023822285748317554
1036	pissed	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1037	scenarist	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1038	cohesiveness	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1039	issues	4.6	0.00039500575334466825	2.6	0.0003871121434101602
1040	alan	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1041	arab	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1042	bikini	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1043	ridiculousness	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1044	joy	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1045	susie	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1046	track	13.6	0.0011678430968451062	1.6	0.00023822285748317554
1047	thats	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1048	notch	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1049	daft	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1050	begrudgingly	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1051	enjoy	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1052	settling	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1053	loving	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1054	here	7.6	0.0006526182011781476	6.6	0.000982669287118099
1055	easy	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1056	unhappy	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1057	do	18.6	0.0015971971765675718	9.6	0.0014293371448990532
1058	parkins	1.6	0.00013739330551118897	3.6	0.000536001429337145
1059	early	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1060	who	38.6	0.003314613495457434	9.6	0.0014293371448990532
1061	freud	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1062	clothes	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1063	close	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1064	ones.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1065	absolutely	5.6	0.00048087656928916137	2.6	0.0003871121434101602
1066	nevertheless	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1067	fatty	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1068	child	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1069	appear	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1070	wanted	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1071	bad	11.6	0.00099610146495612	4.6	0.0006848907152641296
1072	marriage	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1073	difference	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1074	focusing	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1075	showcase	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1076	pox	6.6	0.0005667473852336545	1.6	0.00023822285748317554
1077	unwavering	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1078	suggests	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1079	ramoray	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1080	swinging	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1081	plots	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1082	blue	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1083	assured	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1084	goodacre	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1085	wants.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1086	blank	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1087	itchy	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1088	triangular	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1089	soul.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1090	freely	1.6	0.00013739330551118897	3.6	0.000536001429337145
1091	selfishness	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1092	rachel	103.6	0.008896216531849485	24.6	0.0036626764338038237
1093	realistic	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1094	selleck	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1095	was	82.6	0.00709292939701513	31.6	0.004704901435292717
1096	mrs.	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1097	straight	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1098	relationship	11.6	0.00099610146495612	7.6	0.0011315585730450838
1099	likely	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1100	fact	6.6	0.0005667473852336545	2.6	0.0003871121434101602
1101	festive	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1102	world	4.6	0.00039500575334466825	3.6	0.000536001429337145
1103	the	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1104	thanks	2.6	0.00022326412145568208	3.6	0.000536001429337145
1105	magnifier-hilarious	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1106	suggestion	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1107	sofia	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1108	holes	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1109	c'mon	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1110	looking	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1111	'susie	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1112	phenomena	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1113	showed	3.6	0.0003091349374001752	3.6	0.000536001429337145
1114	gay	2.6	0.00022326412145568208	3.6	0.000536001429337145
1115	sleeping	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1116	door	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1117	given	9.6	0.0008243598330671338	8.6	0.0012804478589720685
1118	typical	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1119	wrong	4.6	0.00039500575334466825	3.6	0.000536001429337145
1120	passing	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1121	up-sex	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1122	giver.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1123	obligated	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1124	strange	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1125	disease	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1126	struggling	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1127	counterpoint	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1128	embarrassing	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1129	prevents	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1130	consists	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1131	walks	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1132	they	58.6	0.0050320298143472966	8.6	0.0012804478589720685
1133	happens	4.6	0.00039500575334466825	3.6	0.000536001429337145
1134	juan	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1135	storms	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1136	our	4.6	0.00039500575334466825	4.6	0.0006848907152641296
1137	have	51.6	0.004430934102735844	17.6	0.002620451432314931
1138	date	13.6	0.0011678430968451062	3.6	0.000536001429337145
1139	familiar	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1140	tried	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1141	phoebe	58.6	0.0050320298143472966	15.6	0.002322672860460961
1142	slave	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1143	plans	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1144	stoned	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1145	overhears	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1146	things	11.6	0.00099610146495612	3.6	0.000536001429337145
1147	sexy	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1148	t	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1149	library	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1150	heckles	5.6	0.00048087656928916137	1.6	0.00023822285748317554
1151	kisser	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1152	church	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1153	audrie	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1154	honor	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1155	caretaker	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1156	expect	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1157	cutting	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1158	accustomed	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1159	drake	5.6	0.00048087656928916137	1.6	0.00023822285748317554
1160	episode.	4.6	0.00039500575334466825	2.6	0.0003871121434101602
1161	fifth	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1162	revealing	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1163	richard	19.6	0.001683067992512065	1.6	0.00023822285748317554
1164	leah	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1165	movies	4.6	0.00039500575334466825	2.6	0.0003871121434101602
1166	ugly	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1167	rewatching	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1168	raised	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1169	writing/acting	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1170	shall	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1171	cons	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1172	pilots	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1173	not	40.6	0.0034863551273464203	23.6	0.0035137871478768392
1174	writes	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1175	scary	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1176	retorts	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1177	cause	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1178	taking	6.6	0.0005667473852336545	4.6	0.0006848907152641296
1179	lovers	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1180	male	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1181	earn	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1182	boss	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1183	rare	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1184	career.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1185	china	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1186	brilliant	7.6	0.0006526182011781476	3.6	0.000536001429337145
1187	details	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1188	underwhelmed	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1189	discovered	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1190	shown.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1191	still	15.6	0.0013395847287340924	8.6	0.0012804478589720685
1192	pie	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1193	chain	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1194	overdub	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1195	fully	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1196	underwear	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1197	wo	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1198	stuff	3.6	0.0003091349374001752	4.6	0.0006848907152641296
1199	goldberg	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1200	engaged	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1201	actors	6.6	0.0005667473852336545	3.6	0.000536001429337145
1202	along	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1203	marcel	5.6	0.00048087656928916137	1.6	0.00023822285748317554
1204	editing	1.6	0.00013739330551118897	3.6	0.000536001429337145
1205	ex	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1206	began	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1207	wife	4.6	0.00039500575334466825	2.6	0.0003871121434101602
1208	trying	3.6	0.0003091349374001752	3.6	0.000536001429337145
1209	lasagnes	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1210	eve	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1211	forgets	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1212	plot	8.6	0.0007384890171226407	10.6	0.0015782264308260379
1213	elliot	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1214	actress	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1215	old	4.6	0.00039500575334466825	2.6	0.0003871121434101602
1216	conviction	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1217	animal	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1218	mum	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1219	specially	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1220	her-	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1221	jeremy	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1222	rid	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1223	time	29.6	0.002541776151956996	8.6	0.0012804478589720685
1224	social	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1225	most.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1226	change	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1227	ethnically	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1228	reaction	2.6	0.00022326412145568208	1.6	0.00023822285748317554
